id,brier,rps,auc,n,lat,lon,pietra,brier_week1,brier_week2,brier_week3,brier_week4,brier_later,auc_week1,auc_week2,auc_week3,auc_week4,auc_later,model,cv_method
Mida Kegn,1.1742285627913953,1.1114326256014417,0.3402777777777778,6,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Mida Woremo,1.1145589825660727,1.0036931429722609,0.5462962962962963,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Mieso,0.5209238641658795,0.3716621616596891,0.88,15,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Minjar Shenkora,0.44967516126404505,0.3097983363414924,0.9333333333333333,15,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Mojan Wedera,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Mojo town,0.463538188782886,0.36895380482139684,0.9081632653061225,14,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Molale town,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Moretna Jiru,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Mota town,0.5878742471833315,0.4848366524071666,0.8550295857988166,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Mulo,0.9718966469031253,0.9555947867782089,0.6358024691358025,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Munessa,1.0568846277643538,1.172361188313528,0.6265432098765432,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Nefas Mewicha town,0.7144117954150815,0.8095310820323949,0.7729591836734694,14,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Nenesebo,0.20258230922813802,0.23987067789164612,0.9773156899810964,23,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Nono,0.5297108142463902,0.3398070648134412,0.9173553719008265,11,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Quarit,0.5283911013902681,0.3481013971985421,0.9012345679012346,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Raya Kobo,0.40596719365755785,0.36571324380166426,0.9183673469387755,21,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Robe,0.622379781741857,0.6858602507332203,0.787109375,16,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Robe town,0.4265873990231808,0.4870382584131192,0.9204545454545454,22,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sahila,0.43949070416074953,0.3413089059164478,0.90625,16,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sayint,0.49167866437069274,0.4586352903614665,0.9068047337278107,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sebeta,0.9718966469031253,0.9555947867782089,0.6358024691358025,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sebeta Hawas,0.9718966469031253,0.9555947867782089,0.6358024691358025,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sedae,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sede Muja,0.6883965390644001,0.7861527116306728,0.8121301775147929,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Seden Sodo,1.354664237504526,1.5433917260669479,0.3469387755102041,7,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sekela,0.5283911013902681,0.3481013971985421,0.9012345679012346,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sekota,0.42201443652971093,0.4217817594329071,0.9366666666666666,15,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sekota town,0.42201443652971093,0.4217817594329071,0.9366666666666666,15,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Semada,0.6731295184934016,0.7460139707752906,0.8150887573964497,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Senan,0.5283911013902681,0.3481013971985421,0.9012345679012346,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sendafa town,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Shala,1.1995469634273013,1.2204595445075803,0.5462962962962963,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Shanan Kolu,0.41379712095218746,0.3708401970927299,0.921875,16,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Shashemene,1.0568846277643538,1.172361188313528,0.6265432098765432,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Shashemene town,1.0568846277643538,1.172361188313528,0.6265432098765432,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Shawra town,0.9010324313299731,0.6906238742502021,0.6851851851851852,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Shebel Bernta,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Shendi town,0.5229088452710984,0.3336518695889115,0.9132231404958677,11,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sheno town,0.437970926509923,0.35399568805518355,0.9253472222222222,12,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Shirka,0.622379781741857,0.6858602507332203,0.787109375,16,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Shoa Robit,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sinana,0.4265873990231808,0.4870382584131192,0.9204545454545454,22,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Siraro,0.15896209212429913,0.2322494766221526,1.0,23,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sire,0.45667847361277425,0.42488533860844874,0.919921875,16,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Siya Debirna Wayu,0.49016871669087586,0.4321583168978,0.8992346938775511,14,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sodo Daci,0.5061265298204449,0.3818871357351141,0.8941326530612245,14,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sude,0.7444719137115322,0.743459971785947,0.7411111111111112,15,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sululta,0.9718966469031253,0.9555947867782089,0.6358024691358025,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Sululta (OR),0.9718966469031253,0.9555947867782089,0.6358024691358025,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Tach Armacho,0.9246571204390795,0.7658356876024661,0.6388888888888888,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Tach Gayint,0.711369142406212,0.7240884143711293,0.7653061224489796,14,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Takusa,0.9010324313299731,0.6906238742502021,0.6851851851851852,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Tarema Ber,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Tegede,0.9010324313299731,0.6906238742502021,0.6851851851851852,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Telemt,0.6883965390644001,0.7861527116306728,0.8121301775147929,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Tena,0.622379781741857,0.6858602507332203,0.787109375,16,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Tenta,0.5406315419266782,0.4606793316456302,0.8588888888888889,15,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Thehulederie,0.603394076914892,0.5010762458221966,0.8155555555555556,15,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Tikur Enchini,1.173802232190641,1.1108738435384553,0.27040816326530615,7,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Tiyo,1.0568846277643538,1.172361188313528,0.6265432098765432,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Toke Kutaye,0.6003028287173096,0.3575101989930878,0.8703703703703703,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Tole,1.343795191762606,1.5268216861288366,0.3622448979591837,7,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Tsagbeji,0.3570815747061891,0.32107492511620866,0.953125,20,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Tulefa town,0.437970926509923,0.35399568805518355,0.9253472222222222,12,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wadla,0.35165688349612884,0.27881285054305377,0.9577562326869806,19,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Waliso,1.3275150895030705,1.4875164802618015,0.3469387755102041,7,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wara Jarso,1.10787094436426,0.993051046891434,0.5462962962962963,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wegde,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wegeda town,0.6883965390644001,0.7861527116306728,0.8121301775147929,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wegedi town,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wegel tena town,0.38084596056622066,0.30536670467517285,0.9290657439446367,17,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wegera,0.38651256649681337,0.29274216714609624,0.9600591715976331,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Welmera,0.9718966469031253,0.9555947867782089,0.6358024691358025,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wemberma,0.5707946178689413,0.32272630245258654,0.8842975206611571,11,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wenchi,1.1820429177344551,1.1364198450628862,0.2755102040816326,7,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Were Ilu,0.49016871669087586,0.4321583168978,0.8992346938775511,14,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wereilu town,0.49016871669087586,0.4321583168978,0.8992346938775511,14,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
West Belesa,0.37471063317922365,0.28456884743837296,0.9615384615384616,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
West Dembiya,0.666655381455153,0.5630495512641414,0.7993827160493827,9,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Woldiya town,0.397971731992323,0.3295139169818966,0.93140589569161,21,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Woliso town,1.321521887034843,1.4538157683189978,0.3469387755102041,7,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wondo,0.15896209212429913,0.2322494766221526,1.0,23,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Worebabu,0.397971731992323,0.3295139169818966,0.93140589569161,21,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Woreta town,0.38651256649681337,0.29274216714609624,0.9600591715976331,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Wuchale,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Yaya Gulele,0.4646623029359167,0.39918471308433023,0.9112426035502958,13,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Zequala,0.42201443652971093,0.4217817594329071,0.9366666666666666,15,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
Ziway Dugda,0.5258387935049194,0.6114470730740716,0.8898891966759003,19,,,,,,,,,,,,,,ngcm_calibrated_clim_mok_date,calibrated
ALL,0.5708731136066151,0.5303694076210859,0.8336146677297233,4246,,,0.5064178049929345,0.08859192957820557,0.0987561896670243,0.12162884414593314,0.10215698529873335,0.15973916491671883,0.8993487244953156,0.8394254085598669,0.6509952259128033,0.6090432795698925,0.8879096898176138,ngcm_calibrated_clim_mok_date,calibrated
Abergele (AM),0.44568804654615085,0.47222644531825997,0.8650519031141869,17,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Abichugna Gne'a,0.4580304810945337,0.4290944692217579,0.8949704142011834,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Abuna Ginde Beret,0.8597718265858351,0.7056971019967736,0.5925925925925926,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Ada'a,0.5822330577684485,0.45481978113029486,0.7908163265306123,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Adaba,0.5496883229688998,0.4735924324463864,0.8298816568047337,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Adama,0.6381621187408256,0.7079870590270725,0.7538265306122449,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Adama Tulu Jido Kombolcha,0.6287185742504001,0.5778143349314627,0.7627551020408163,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Adama town,0.7391539031488787,0.7504577956553936,0.7166666666666667,15,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Adda Berga,0.7357883213763574,0.7223604205114046,0.6975308641975309,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Addi Arekay,0.8870321299577848,0.8522964638425676,0.605,10,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Adiss Zemen town,0.39925956253985145,0.37708366374768193,0.9245562130177515,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Agarfa,0.4879003926730488,0.4090063487393674,0.833984375,16,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Akaki,0.8735589426262084,0.8028159085277375,0.6203703703703703,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Akeseta town,0.6887488472282695,0.7287367118390008,0.7366863905325444,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Albuko,0.7219947870851966,0.8057594898140877,0.7385204081632653,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Alefa,0.9982045953313966,0.8395662570548278,0.5308641975308642,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Aleltu,0.4660836663991362,0.40150759901477134,0.890625,12,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Aleme Ketma town,0.4580304810945337,0.4290944692217579,0.8949704142011834,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Amanuel town,0.7526825630166342,0.48712786088501614,0.6475,10,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Amba Giorgis town,0.45367896754843834,0.42480405832271423,0.8653846153846154,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Ambasel,0.6503348144049229,0.6544458287304437,0.7466666666666667,15,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Ambo Zuria,0.7084677092780486,0.6093285685387476,0.7191358024691358,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Ambo town,0.7084677092780486,0.6093285685387476,0.7191358024691358,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Ameya,0.6749182967976558,0.528329518993106,0.7355371900826446,11,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Amigna,0.43460167216510953,0.44970655331245063,0.970679012345679,18,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Andabet /West Esite,0.4578104216802412,0.4538008461939003,0.9201183431952663,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Aneded,0.7415981247852504,0.599148461371129,0.6625,10,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Angolelana Tera,0.5954586536350956,0.5518854292919957,0.7825443786982249,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Angot,0.44903642017974843,0.41355800190974845,0.9224376731301939,19,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Ankober,0.6431698063895966,0.592115180396722,0.7653061224489796,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Antsokiya,0.7658829131168574,0.9696341785867352,0.6683673469387755,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Arerti town,0.7004039094726248,0.6497030472370161,0.7366666666666667,15,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Argoba,0.7819828582793592,0.9688142036263433,0.6607142857142857,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Arsi Negele,0.8597718265858351,0.7056971019967736,0.5925925925925926,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Arsi Negele town,0.6770343663046892,0.6134547377546034,0.7191358024691358,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Aseko,0.4360372992613604,0.5207735728220986,0.943289224952741,23,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Asela town,0.49967269744838844,0.3765473410175685,0.8888888888888888,15,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Assagirt,0.6478287864108024,0.6469109134383875,0.7589285714285714,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Ataye town,0.6503348144049229,0.6544458287304437,0.7466666666666667,15,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Awabel,0.8424719342507837,0.7230843171988011,0.565,10,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Aykel town,0.7557310286010557,0.7752244227143008,0.7160493827160493,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bako Tibe,1.0138274284234163,1.1519875592885775,0.28125,4,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Baso Liben,0.713308116109227,0.6028620136653992,0.665,10,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Basona Worena,0.6825835014006338,0.7559494621461244,0.7603550295857988,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Batu town,0.6961324140842088,0.972398568664503,0.7202216066481995,19,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bechena town,0.6420522681948426,0.6330729287852661,0.7603550295857988,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Becho (SW Shewa),1.231069918395011,1.3687778009442007,0.4642857142857143,7,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bedesa town,1.0030978244625348,1.0959162916431044,0.5,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bele Gesgar,0.4378053224831723,0.3981959133355003,0.9453125,16,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bereh,0.9432592503320267,0.9110526733575183,0.5802469135802469,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Berehet,0.7001034226179624,0.7016713603360508,0.72,15,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Beyeda,0.6833209140887889,0.7457316843081248,0.7618343195266272,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bibugn,0.7662196618284749,0.6491789050107425,0.621900826446281,11,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bishoftu town,0.9432592503320267,0.9110526733575183,0.5802469135802469,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bokoji town,0.706220797339904,0.5490824350770559,0.6736111111111112,12,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bora (OR),0.6295805966986426,0.5430380136131988,0.7755102040816326,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Borena /Debresina,0.39925956253985145,0.37708366374768193,0.9245562130177515,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Boset,0.7391539031488787,0.7504577956553936,0.7166666666666667,15,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bugna,0.6515538375944773,0.6455242047458379,0.7206632653061225,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Burayu,0.8400827393435745,0.7340388608831484,0.6265432098765432,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bure (AM),0.7521242160000773,0.5176388612232158,0.655,10,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Bure town,0.6501222088938742,0.516389105273454,0.7603305785123967,11,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Burqua Dhintu,0.17694018329919944,0.2587445585061951,1.0,23,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Chancho town,0.9432592503320267,0.9110526733575183,0.5802469135802469,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Cheliya,1.037328906183563,0.9224814367620667,0.3611111111111111,6,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Chilga 1,0.8254313363068742,0.8834611875440815,0.6759259259259259,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Chilga 2,0.7557310286010557,0.7752244227143008,0.7160493827160493,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Chiro Zuria,0.7197789063107517,0.700080421446205,0.7255555555555555,15,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Chiro town,1.0030978244625348,1.0959162916431044,0.5,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Chole,0.55096059838934,0.5050727963548463,0.8515625,16,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Cobi,1.136504924901048,1.1211655497202409,0.4166666666666667,6,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dabat,0.9432592503320267,0.9110526733575183,0.5802469135802469,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dabat town,0.9721133857366124,1.0182434949329773,0.5493827160493827,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dano,0.9888914140882455,0.7965380012390947,0.3611111111111111,6,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dawo,1.1912327828902534,1.2689127766026085,0.4897959183673469,7,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dawunt,0.6182004050198441,0.5343398261446813,0.7295918367346939,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Debark,0.9432592503320267,0.9110526733575183,0.5802469135802469,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Debark town,0.8254313363068742,0.8834611875440815,0.6759259259259259,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Debay Telatgen,0.39925956253985145,0.37708366374768193,0.9245562130177515,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Debre Berhan town,0.5954586536350956,0.5518854292919957,0.7825443786982249,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Debre Elias,0.7526825630166342,0.48712786088501614,0.6475,10,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Debre Libanos,0.5124498861031206,0.4768148637967902,0.834319526627219,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Debre Markos town,0.6831795331548565,0.5409626707852689,0.7025,10,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Debre Sina town,0.7040342666724263,0.8097229367915969,0.727810650887574,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Debre Tabor town,0.35639552398313074,0.365678913929868,0.992603550295858,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Debrework town,0.5505212754578696,0.5071271288413339,0.8121301775147929,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dega Damot,0.8813445279723192,0.8945791458428981,0.595679012345679,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Degeluna Tijo,0.7419439125606824,0.6781056161833366,0.6944444444444444,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Degem,0.9432592503320267,0.9110526733575183,0.5802469135802469,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Degolo town,0.6671304943339705,0.6603911945288602,0.7485207100591716,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dehana,0.7181062611005753,0.7462795581800694,0.6964285714285714,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dejen,0.4337071321037038,0.415418653258602,0.9215976331360947,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dejen town,0.39925956253985145,0.37708366374768193,0.9245562130177515,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Delanta,0.44903642017974843,0.41355800190974845,0.9224376731301939,19,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dembecha,0.7526825630166342,0.48712786088501614,0.6475,10,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Denbecha town,0.7526825630166342,0.48712786088501614,0.6475,10,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dendi,0.811101154647028,0.5453136514708762,0.62,10,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dera (AM),0.5412718539760316,0.5005226721394925,0.8594674556213018,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dera (OR),0.4373309518946004,0.40739592879222586,0.9112426035502958,13,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dera town,0.6978830080101593,0.7685096960286959,0.6772959183673469,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dessie Zuria,0.7219947870851966,0.8057594898140877,0.7385204081632653,14,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dessie town,0.7201891445875428,0.7429375889228044,0.71,15,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Diksis,0.4380984287145679,0.3688905530212805,0.9344444444444444,15,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dinsho,0.5612486268899706,0.5843656541767481,0.8511080332409973,19,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Doba,0.7197789063107517,0.700080421446205,0.7255555555555555,15,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dodola,0.7084677092780486,0.6093285685387476,0.7191358024691358,9,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dodola town,0.6606742602172752,0.8495929744807503,0.7846260387811634,19,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
Dodota,0.552397161744321,0.5537448564851286,0.8134765625,16,,,,,,,,,,,,,,aifs_calibrated_clim_mok_date,calibrated
